Selected Kural Fields
---------------------

Adhigaram | Kural | Vilakam | Kalaingar_Urai
மருந்து  | இழிவறிந்து உண்பான்கண் இன்பம்போல் நிற்கும் கழிபேர் இரையான்கண் நோய். | அளவோடு உண்பவர் உடல் நலமுடன் வாழ்வதும் அதிகம் உண்பவர் நோய்க்கு ஆளாவதம் இயற்கை | அளவோடு  உண்பவர் உடல் நலமுடன் வாழ்வதும் அதிகம் உண்பவர் நோய்க்கு ஆளாவதும் இயற்கை.
மருந்து  | தீயள வன்றித் தெரியான் பெரிதுண்ணின் நோயள வின்றிப் படும். | பசியின் அளவு அறியாமலும், ஆராயாமலும் அதிகம் உண்டால் நோய்களும் அளவின்றி வரும் | பசியின்  அளவு   அறியாமலும்,  ஆராயாமலும்  அதிகம்   உண்டால் நோய்களும் அளவின்றி வரும்.
மருந்து  | நோய்நாடி நோய்முதல் நாடி அதுதணிக்கும் வாய்நாடி வாய்ப்பச் செயல். | நோய் என்ன? நோய்க்கான காரணம் என்ன? நோய் தீர்க்கும் வழி என்ன? இவற்றை முறையாக ஆராய்ந்து சிகிச்சை செய்ய வேண்டும் (உடல் நோய்க்கு மட்டுமின்றிச் சமுதாய நோய்க்கும் இது பொருந்தும்) | நோய் என்ன? நோய்க்கான  காரணம்  என்ன?  நோய்  தீர்க்கும் வழி என்ன?  இவற்றை முறையாக ஆராய்ந்து சிகிச்சை செய்யவேண்டும். (உடல் நோய்க்கு மட்டுமின்றிச் சமுதாய நோய்க்கும் இது பொருந்தும்).
மருந்து  | உற்றான் அளவும் பிணியளவும் காலமும் கற்றான் கருதிச் செயல். | நோயாளியின் வயது, நோயின் தன்மை, மருத்துவம் செய்வதற்குரிய நேரம் என்பனவற்றை எல்லாம் மருத்துவம் கற்றவர் எண்ணிப் பார்த்தே செயல்பட வேண்டும் | நோயாளியின்  வயது, நோயின்  தன்மை,  மருத்துவம்  செய்வதற்குரிய நேரம்  என்பனவற்றை  
மருந்து  | உற்றவன் தீர்ப்பான் மருந்துழைச் செல்வானென்று அப்பால் நாற்கூற்றே மருந்து. | நோயாளி, மருத்துவர், மருந்து, அருகிருந்து துணைபுரிபவர் என மருத்துவமுறை நான்கு வகையாக அமைந்துள்ளது | நோயாளி,   மருத்துவர்,  மருந்து, அருகிருந்து  துணைபுரிபவர்   என மருத்துவமுறை நான்கு வகையாக அமைந்துள்ளது.
குடிமை  | இற்பிறந்தார் கண்அல்லது இல்லை இயல்பாகச் செப்பமும் நாணும் ஒருங்கு. | நடுநிலை தவறாத பண்பும், ஆரவாரமற்ற அடக்க உணர்வும் கொண்டவர்களையல்லாமல் மற்றவர்களை உயர்ந்த குடியில் பிறந்தவர்களாகக் கருத முடியாது | நடுநிலை   தவறாத   பண்பும்,   ஆரவாரமற்ற   அடக்க  உணர்வும் கொண்டவர்களையல்லாமல்     மற்றவர்களை     உயர்ந்த      குடியில் பிறந்தவர்களாகக் கருத முடியாது.
குடிமை  | ஒழுக்கமும் வாய்மையும் நாணும்இம் மூன்றும் இழுக்கார் குடிப்பிறந் தார். | ஒழுக்கம், வாய்மை, மானம் ஆகிய இந்த மூன்றிலும் நிலைதவறி நடக்காதவர்களே உயர்ந்த குடியில் பிறந்தவர்களாகக் கருதப்படுவார்கள் | ஒழுக்கம்,  வாய்மை,  மானம்  ஆகிய  இந்த  மூன்றிலும் நிலைதவறி நடக்காதவர்களே உயர்ந்த குடியில் பிறந்தவர்களாகக் கருதப்படுவார்கள்.
குடிமை  | நகைஈகை இன்சொல் இகழாமை நான்கும் வகையென்ப வாய்மைக் குடிக்கு. | முகமலர்ச்சி, ஈகைக்குணம், இனியசொல், பிறரை இகழாத பண்பாடு ஆகிய நான்கு சிறப்புகளும் உள்ளவர்களையே வாய்மையுள்ள குடிமக்கள் என்று வகைப்படுத்த முடியும் | முகமலர்ச்சி,  ஈகைக்குணம்,  இனியசொல்,  பிறரை  இகழாத  பண்பாடு ஆகிய  நான்கு சிறப்புகளும்  உள்ளவர்களையே வாய்மையுள்ள குடிமக்கள் என்று வகைப்படுத்த முடியும்.
குடிமை  | அடுக்கிய கோடி பெறினும் குடிப்பிறந்தார் குன்றுவ செய்தல் இலர். | பலகோடிப் பொருள்களை அடுக்கிக் கொடுத்தாலும் சிறந்த குடியில் பிறந்தவர்கள் அந்தச் சிறப்புக் கெடுவதற்கான செயல்களுக்கு இடம் தரமாட்டார்கள் | பலகோடிப்  பொருள்களை  அடுக்கிக்  கொடுத்தாலும்  சிறந்த குடியில் பிறந்தவர்கள்  அந்தச்  சிறப்புக்  கெடுவதற்கான   செயல்களுக்கு   இடம் தரமாட்டார்கள்.
குடிமை  | வழங்குவ துள்வீழ்ந்தக் கண்ணும் பழங்குடி பண்பில் தலைப்பிரிதல் இன்று. | பழம் பெருமை வாய்ந்த குடியில் பிறந்தவர்கள் வறுமையால் தாக்குண்ட போதிலும், பிறருக்கு வழங்கும் பண்பை இழக்க மாட்டார்கள் | பழம்   பெருமை   வாய்ந்த   குடியில்   பிறந்தவர்கள்   வறுமையால் தாக்குண்ட போதிலும், பிறருக்கு வழங்கும் பண்பை இழக்க மாட்டார்கள்.
குடிமை  | சலம்பற்றிச் சால்பில செய்யார்மா சற்ற குலம்பற்றி வாழ்தும்என் பார். | மாசற்ற பண்புடன் வாழ்வதாகக் கருதிக்கொண்டிருப்பவர்கள், வஞ்சக நினைவுடன் தகாத காரியங்களில் ஈடுபடமாட்டார்கள் | மாசற்ற  பண்புடன்  வாழ்வதாகக்  கருதிக்கொண்டிருப்பவர்கள், வஞ்சக நினைவுடன் தகாத காரியங்களில் ஈடுபடமாட்டார்கள்.
குடிமை  | குடிப்பிறந்தார் கண்விளங்கும் குற்றம் விசும்பின் மதிக்கண் மறுப்போல் உயர்ந்து. | பிறந்த குடிக்குப் பெருமை சேர்ப்பவரிடமுள்ள சிறிய குறைகள், ஒளிவு மறைவு ஏதுமின்றி, வானத்து நிலவில் உள்ள குறைபோல வெளிப்படையாகத் தெரியக் கூடியதாகும் | பிறந்த  குடிக்குப் பெருமை சேர்ப்பவரிடமுள்ள சிறிய குறைகள், ஒளிவு மறைவு     ஏதுமின்றி,    வானத்து    நிலவில்   உள்ள    குறைபோல வெளிப்படையாகத் தெரியக் கூடியதாகும்.
குடிமை  | நலத்தின்கண் நாரின்மை தோன்றின் அவனைக் குலத்தின்கண் ஐயப் படும். | என்னதான் அழகும் புகழும் உடையவனாக இருந்தாலும் அன்பு எனும் ஒரு பண்பு இல்லாதவனாக இருந்தால் அவன் பிறந்த குலத்தையே சந்தேகிக்க வேண்டிய நிலை ஏற்படும் | என்னதான் அழகும் புகழும்  உடையவனாக இருந்தாலும் அன்பு எனும் ஒரு  பண்பு  இல்லாதவனாக  இருந்தால்  அவன்   பிறந்த  குலத்தையே சந்தேகிக்க வேண்டிய நிலை ஏற்படும்.
குடிமை  | நிலத்தில் கிடந்தமை கால்காட்டும் காட்டும் குலத்தில் பிறந்தார்வாய்ச் சொல். | விளைந்த பயிரைப் பார்த்தாலே இது எந்த நிலத்தில் விளைந்தது என்று அறிந்து கொள்ளலாம் அதேபோல் ஒருவரின் வாய்ச் சொல்லைக் கேட்டே அவர் எத்தகைய குடியில் பிறந்தவர் என்பதை உணர்ந்து கொள்ளலாம் | விளைந்த  பயிரைப்  பார்த்தாலே  இது  எந்த  நிலத்தில்  விளைந்தது என்று  அறிந்து  கொள்ளலாம்.  அதேபோல ஒருவரின் வாய்ச் சொல்லைக் கேட்டே  அவர்  எத்தகைய   குடியில்  பிறந்தவர்  என்பதை  உணர்ந்து கொள்ளலாம்.
குடிமை  | நலம்வேண்டின் நாணுடைமை வேண்டும் குலம் வேண்டின் வேண்டுக யார்க்கும் பணிவு. | தகாத செயல் புரிந்திட அஞ்சி நாணுவதும், எல்லோரிடமும் ஆணவமின்றிப் பணிவுடன் நடந்து கொள்வதும் ஒருவரின் நலத்தையும் அவர் பிறந்த குலத்தையும் உயர்த்தக் கூடியவைகளாகும் | தகாத   செயல்   புரிந்திட   அஞ்சி   நாணுவதும்,   எல்லோரிடமும் ஆணவமின்றிப்  பணிவுடன்  நடந்து  கொள்வதும்  ஒருவரின் நலத்தையும் அவர் பிறந்த குலத்தையும் உயர்த்தக் கூடியவைகளாகும்.
மானம்  | இன்றி அமையாச் சிறப்பின ஆயினும் குன்ற வருப விடல். | கட்டாயமாகச் செய்து தீர வேண்டிய செயல்கள் என்றாலும்கூட அவற்றால் தனது பெருமை குறையுமானால் அந்தச் செயல்களைத் தவிர்த்திடல் வேண்டும் | கட்டாயமாகச்  செய்து   தீர   வேண்டிய   செயல்கள்  என்றாலும்கூட அவற்றால்  தனது   பெருமை  குறையுமானால்   அந்தச்   செயல்களைத் தவிர்த்திடல் வேண்டும்.
மானம்  | சீரினும் சீரல்ல செய்யாரே சீரொடு பேராண்மை வேண்டு பவர். | புகழ்மிக்க வீர வாழ்க்கையை விரும்புகிறவர், தனக்கு எப்படியும் புகழ் வரவேண்டுமென்பதற்காக மான உணர்வுக்குப் புறம்பான காரியத்தில் ஈடுபடமாட்டார் | புகழ்மிக்க வீர  வாழ்க்கையை  விரும்புகிறவர், தனக்கு எப்படியும் புகழ் வரவேண்டு  மென்பதற்காக  மான  உணர்வுக்குப்  புறம்பான  காரியத்தில் ஈடுபடமாட்டார்.
மானம்  | பெருக்கத்து வேண்டும் பணிதல் சிறிய சுருக்கத்து வேண்டும் உயர்வு. | உயர்ந்த நிலை வரும்போது அடக்க உணர்வும், அந்த நிலை மாறிவிட்ட சூழலில் யாருக்கும் அடிமையாக அடங்கி நடக்காத மான உணர்வும் வேண்டும் | உயர்ந்த   நிலை  வரும்போது  அடக்க   உணர்வும்,  அந்த   நிலை மாறிவிட்ட  சூழலில்  யாருக்கும்  அடிமையாக  அடங்கி  நடக்காத  மான உணர்வும் வேண்டும்.
மானம்  | தலையின் இழிந்த மயிரனையர் மாந்தர் நிலையின் இழிந்தக் கடை. | மக்களின் நெஞ்சத்தில் உயர்ந்த இடம் பெற்றிருந்த ஒருவர் மானமிழந்து தாழ்ந்திடும்போது, தலையிலிருந்து உதிர்ந்த மயிருக்குச் சமமாகக் கருதப்படுவார் | மக்களின் நெஞ்சத்தில் உயர்ந்த இடம் பெற்றிருந்த ஒருவர் மானமிழந்து தாழ்ந்திடும்போது,   தலையிலிருந்து    உதிர்ந்த   மயிருக்குச்   சமமாகக் கருதப்படுவார்.
மானம்  | குன்றின் அனையாரும் குன்றுவர் குன்றுவ குன்றி அனைய செயின். | குன்றினைப் போல் உயர்ந்து கம்பீரமாக நிற்பவர்களும் ஒரு குன்றிமணி அளவு இழிவான செயலில் ஈடுபட்டால் தாழ்ந்து குன்றிப் போய் விடுவார்கள் | குன்றினைப் போல் உயர்ந்து கம்பீரமாக நிற்பவர்களும் ஒரு குன்றிமணி அளவு   இழிவான  செயலில்  ஈடுபட்டால்   தாழ்ந்து   குன்றிப்   போய் விடுவார்கள்.
மானம்  | புகழ்இன்றால் புத்தேள்நாட்டு உய்யாதால் என்மற்று இகழ்வார்பின் சென்று நிலை. | இகழ்வதையும் பொறுத்துக்கொண்டு, மானத்தை விட்டுவிட்டு ஒருவர் பின்னே பணிந்து செல்வதால் என்ன புகழ் கிடைக்கும்? இல்லாத சொர்க்கமா கிடைக்கும்? | இகழ்வதையும்  பொறுத்துக்கொண்டு,  மானத்தை  விட்டுவிட்டு ஒருவர் பின்னே  பணிந்து   செல்வதால்  என்ன   புகழ்  கிடைக்கும்?   இல்லாத சொர்க்கமா கிடைக்கும்?
மானம்  | ஒட்டார்பின் சென்றொருவன் வாழ்தலின் அந்நிலையே கெட்டான் எனப்படுதல் நன்று. | தன்னை மதிக்காதவரின் பின்னால் சென்று உயிர் வாழ்வதைவிடச் செத்தொழிவது எவ்வளவோ மேல் | தன்னை  மதிக்காதவரின்  பின்னால்  சென்று  உயிர்  வாழ்வதைவிடச் செத்தொழிவது எவ்வளவோ மேல்.
மானம்  | மருந்தோமற்று ஊன்ஓம்பும் வாழ்க்கை பெருந்தகைமை பீடழிய வந்த இடத்து. | சாகாமலே இருக்க மருந்து கிடையாது அப்படி இருக்கும்போது உயிரைவிட நிலையான மானத்தைப் போற்றாமல், வாழ்க்கை மேம்பாட்டுக்காக ஒருவர், தமது பெருமையைக் குறைத்துக் கொள்வது இழிவான செயலாகும் | சாகாமலே  இருக்க   மருந்து   கிடையாது.   அப்படி இருக்கும்போது உயிரைவிட    நிலையான     மானத்தைப்    போற்றாமல்,    வாழ்க்கை மேம்பாட்டுக்காக  ஒருவர்,  தமது  பெருமையைக்  குறைத்துக்  கொள்வது இழிவான செயலாகும்.
மானம்  | மயிர்நீப்பின் வாழாக் கவரிமா அன்னார் உயிர்நீப்பர் மானம் வரின். | உடலில் உள்ள உரோமம் நீக்கப்பட்டால் உயிர் வாழாது கவரிமான் என்பார்கள் அதுபோல் மானம் அழிய நேர்ந்தால் உயர்ந்த மனிதர்கள் உயிரையே விட்டு விடுவார்கள் | உடலில்  உள்ள  உரோமம்  நீக்கப்பட்டால்  உயிர் வாழாது கவரிமான் என்பார்கள்.  அதுபோல்  மானம்  அழிய நேர்ந்தால் உயர்ந்த மனிதர்கள் உயிரையே விட்டு விடுவார்கள்.
மானம்  | இளிவரின் வாழாத மானம் உடையார் ஒளிதொழுது ஏத்தும் உலகு. | மானம் அழியத்தக்க இழிவு வந்ததே என்று உயிரை மாய்த்துக் கொள்ளக் கூடியவர்களின் புகழை உலகம் எக்காலமும் போற்றி நிற்கும் | மானம்  அழியத்தக்க  இழிவு   வந்ததே   என்று  உயிரை  மாய்த்துக் கொள்ளக் கூடியவர்களின் புகழை உலகம் எக்காலமும் போற்றி நிற்கும்.
பெருமை  | ஒளிஒருவற்கு உள்ள வெறுக்கை இளிஒருவற்கு அஃதிறந்து வாழ்தும் எனல். | ஒருவரின் வாழ்க்கைக்கு ஒளிதருவது ஊக்கமேயாகும் ஊக்கமின்றி உயிர்வாழ்வது இழிவு தருவதாகும் | ஒருவரின்  வாழ்க்கைக்கு  ஒளிதருவது  ஊக்கமே  யாகும். ஊக்கமின்றி உயிர்வாழ்வது இழிவு தருவதாகும்.
பெருமை  | பிறப்பொக்கும் எல்லா உயிர்க்கும் சிறப்பொவ்வா செய்தொழில் வேற்றுமை யான். | பிறப்பினால் அனைவரும் சமம் செய்யும் தொழிலில் காட்டுகிற திறமையில் மட்டுமே வேறுபாடு காண முடியும் | பிறப்பினால்  அனைவரும்   சமம்.   செய்யும்  தொழிலில்  காட்டுகிற திறமையில் மட்டுமே வேறுபாடு காண முடியும்.
பெருமை  | மேலிருந்தும் மேலல்லார் மேலல்லர் கீழிருந்தும் கீழல்லார் கீழல் லவர். | பண்பு இல்லாதவர்கள் உயர்ந்த பதவியில் இருந்தாலும் உயர்ந்தோர் அல்லர்; இழிவான காரியங்களில் ஈடுபடாதவர்கள் தாழ்ந்த நிலையில் இருந்தாலும் உயர்ந்தோரேயாவார்கள் | பண்பு  இல்லாதவர்கள்  உயர்ந்த பதவியில்  இருந்தாலும் உயர்ந்தோர் அல்லர்;  இழிவான  காரியங்களில்  ஈடுபடாதவர்கள்  தாழ்ந்த  நிலையில் இருந்தாலும் உயர்ந்தோரேயாவார்கள்.
பெருமை  | ஒருமை மகளிரே போலப் பெருமையும் தன்னைத்தான் கொண்டொழுகின் உண்டு. | தன்னிலை தவறாமல் ஒருவன் தன்னைத் தானே காத்துக்கொண்டு வாழ்வானேயானால், கற்புக்கரசிகளுக்குக் கிடைக்கும் புகழும் பெருமையும் அவனுக்குக் கிடைக்கும் | தன்னிலை  தவறாமல்  ஒருவன்  தன்னைத்  தானே  காத்துக்கொண்டு வாழ்வானேயானால்,  கற்புக்கரசிகளுக்குக்  கிடைக்கும் புகழும் பெருமையும் அவனுக்குக் கிடைக்கும்.
பெருமை  | பெருமை யுடையவர் ஆற்றுவார் ஆற்றின் அருமை உடைய செயல். | அரிய செயல்களை அவற்றுக்கு உரிய முறையான வழியில் செய்து முடிக்கும் திறமையுடையவர்கள் பெருமைக்குரியவராவார்கள் | அரிய  செயல்களை  அவற்றுக்கு  உரிய  முறையான  வழியில் செய்து முடிக்கும் திறமையுடையவர்கள் பெருமைக்குரியவராவார்கள்.
பெருமை  | சிறியார் உணர்ச்சியுள் இல்லை பெரியாரைப் பேணிக் கொள் வேம் என்னும் நோக்கு. | பெரியோரைப் போற்றி ஏற்றுக்கொள்ளும் நோக்கம், அறிவிற் சிறியோரின் உணர்ச்சியில் ஒன்றியிருப்பதில்லை | பெரியோரைப்   போற்றி   ஏற்றுக்கொள்ளும்   நோக்கம்,    அறிவிற் சிறியோரின் உணர்ச்சியில் ஒன்றியிருப்பதில்லை.
பெருமை  | இறப்பே புரிந்த தொழிற்றாம் சிறப்புந்தான் சீரல் லவர்கண் படின். | சிறப்பான நிலையுங்கூட அதற்குப் பொருந்தாத கீழ் மக்களுக்குக் கிட்டுமானால், அவர்கள் வரம்புமீறிச் செயல்படுவது இயற்கை | சிறப்பான  நிலையுங்கூட  அதற்குப்  பொருந்தாத   கீழ்  மக்களுக்குக் கிட்டுமானால், அவர்கள் வரம்புமீறிச் செயல்படுவது இயற்கை.
பெருமை  | பணியுமாம் என்றும் பெருமை சிறுமை அணியுமாம் தன்னை வியந்து. | பண்புடைய பெரியோர் எல்லோரிடமும் எப்பொழுதும் பணிவுடன் பழகுவார்கள்; பண்பு இல்லாத சிறியோர், தம்மைத் தாமே புகழ்ந்து கொண்டு இறுமாந்து கிடப்பார்கள் | பண்புடைய  பெரியோர்   எல்லோரிடமும்  எப்பொழுதும்  பணிவுடன் பழகுவார்கள்;  பண்பு   இல்லாத  சிறியோர்,  தம்மைத்  தாமே  புகழ்ந்து கொண்டு இறுமாந்து கிடப்பார்கள்.
பெருமை  | பெருமை பெருமிதம் இன்மை சிறுமை பெருமிதம் ஊர்ந்து விடல். | ஆணவமின்றி அடக்கமாக இருப்பது பெருமை எனப்படும் ஆணவத்தின் எல்லைக்கே சென்று விடுவது சிறுமை எனப்படும் | ஆணவமின்றி   அடக்கமாக    இருப்பது    பெருமை    எனப்படும். ஆணவத்தின் எல்லைக்கே சென்றுவிடுவது சிறுமை எனப்படும்
பெருமை  | அற்றம் மறைக்கும் பெருமை சிறுமைதான் குற்றமே கூறி விடும். | பிறருடைய குறைகளை மறைப்பது பெருமைப் பண்பாகும் பிறருடைய குற்றங்களையே கூறிக்கொண்டிருப்பது சிறுமைக் குணமாகும் | பிறருடைய  குறைகளை  மறைப்பது பெருமைப் பண்பாகும். பிறருடைய குற்றங்களையே கூறிக் கொண்டிருப்பது சிறுமைக் குணமாகும்.
சான்றாண்மை | கடன்என்ப நல்லவை எல்லாம் கடன்அறிந்து சான்றாண்மை மேற்கொள் பவர்க்கு. | ஆற்ற வேண்டிய கடமைகளை உணர்ந்து, அவற்றைப் பண்பார்ந்த முறையில் நிறைவேற்ற மேற்கொள்ளப்படும் முயற்சிகள் அனைத்தும் நல்ல கடமைகள் என்றே கொள்ளப்படும் | ஆற்ற  வேண்டிய  கடமைகளை  உணர்ந்து,  அவற்றைப்  பண்பார்ந்த முறையில்   நிறைவேற்ற   மேற்கொள்ளப்படும்  முயற்சிகள்  அனைத்தும் நல்ல கடமைகள் என்றே கொள்ளப்படும்.
சான்றாண்மை | குணநலம் சான்றோர் நலனே பிறநலம் எந்நலத்து உள்ளதூஉம் அன்று. | நற்பண்பு ஒன்றே சான்றோர்க்கான அழகாகும் வேறு எந்த அழகும் அழகல்ல | நற்பண்பு  ஒன்றே  சான்றோர்க்கான  அழகாகும். வேறு எந்த அழகும் அழகல்ல.
சான்றாண்மை | அன்புநாண் ஒப்புரவு கண்ணோட்டம் வாய்மையொடு ஐந்துசால் ஊன்றிய தூண். | அன்பு கொள்ளுதல், பழிபுரிந்திட நாணுதல், உலக ஒழுக்கம் போற்றுதல், இரக்கச் செயலாற்றுதல், வாய்மை கடைப்பிடித்தல் ஆகிய ஐந்தும் சான்றாண்மையைத் தாங்கும் தூண்களாகும் | அன்பு கொள்ளுதல், பழிபுரிந்திட நாணுதல், உலக ஒழுக்கம் போற்றுதல், இரக்கச்  செயலாற்றுதல்,  வாய்மை   கடைப்பிடித்தல்   ஆகிய   ஐந்தும் சான்றாண்மையைத் தாங்கும் தூண்களாகும்.
சான்றாண்மை | கொல்லா நலத்தது நோன்மை பிறர்தீமை சொல்லா நலத்தது சால்பு. | உயிரைக் கொல்லாத அறத்தை அடிப்படையாகக் கொண்டது நோன்பு பிறர் செய்யும் தீமையைச் சுட்டிக் சொல்லாத பண்பைக் குறிப்பது சால்பு | உயிரைக்  கொல்லாத  அறத்தை அடிப்படையாகக் கொண்டது நோன்பு. பிறர் செய்யும் தீமையைச் சுட்டிச் சொல்லாத பண்பைக் குறிப்பது சால்பு.
சான்றாண்மை | ஆற்றுவார் ஆற்றல் பணிதல் அதுசான்றோர் மாற்றாரை மாற்றும் படை. | ஆணவமின்றிப் பணிவுடன் நடத்தலே, ஆற்றலாளரின் ஆற்றல் என்பதால் அதுவே பகைமையை மாற்றுகின்ற படையாகச் சான்றோர்க்கு அமைவதாகும் | ஆணவமின்றிப்   பணிவுடன்   நடத்தலே,  ஆற்றலாளரின்   ஆற்றல் என்பதால்  அதுவே பகைமையை மாற்றுகின்ற  படையாகச்  சான்றோர்க்கு அமைவதாகும்.
சான்றாண்மை | சால்பிற்குக் கட்டளை யாதெனின் தோல்வி துலையல்லார் கண்ணும் கொளல். | சமநிலையில் இல்லாதவர்களால் தனக்கு ஏற்படும் தோல்வியைக்கூட ஒப்புக் கொள்ளும் மனப்பக்குவம்தான் ஒருவரின் மேன்மைக்கு உரைகல்லாகும் | சமநிலையில்  இல்லாதவர்களால்  தனக்கு  ஏற்படும்  தோல்வியைக்கூட ஒப்புக்   கொள்ளும்    மனப்பக்குவம்தான்    ஒருவரின்    மேன்மைக்கு உரைகல்லாகும்.
சான்றாண்மை | இன்னாசெய் தார்க்கும் இனியவே செய்யாக்கால் என்ன பயத்ததோ சால்பு. | தமக்குத் தீமை செய்வதற்கும் திரும்ப நன்மை செய்யாமல் விட்டுவிட்டால் சான்றாண்மை எனும் நல்ல பண்பு இருந்தும் அதனால் என்ன பயன்? | தமக்குத்   தீமை   செய்தவருக்கும்   திரும்ப   நன்மை   செய்யாமல் விட்டுவிட்டால்  சான்றாண்மை  எனும்  நல்ல  பண்பு இருந்தும் அதனால் என்ன பயன்?
சான்றாண்மை | இன்மை ஒருவற்கு இனிவன்று சால்பென்னும் திண்மைஉண் டாகப் பெறின். | சால்பு என்கிற உறுதியைச் செல்வமெனக் கொண்டவருக்கு வறுமை என்பது இழிவு தரக் கூடியதல்ல | சால்பு  என்கிற  உறுதியைச்  செல்வமெனக்  கொண்டவருக்கு வறுமை என்பது இழிவு தரக் கூடியதல்ல.
சான்றாண்மை | ஊழி பெயரினும் தாம்பெயரார் சான்றாண்மைக்கு ஆழி எனப்படு வார். | தமக்குரிய கடமைகளைக் கண்ணியத்துடன் ஆற்றுகின்ற சான்றோர் எல்லாக் கடல்களும் தடம் புரண்டு மாறுகின்ற ஊழிக்காலம் ஏற்பட்டாலும்கூடத், தம்நிலை மாறாத கடலாகத் திகழ்வார்கள் | தமக்குரிய  கடமைகளைக்  கண்ணியத்துடன்  ஆற்றுகின்ற  சான்றோர் எல்லாக்    கடல்களும்     தடம்புரண்டு    மாறுகின்ற     ஊழிக்காலம் ஏற்பட்டாலும்கூடத், தம்நிலை மாறாத கடலாகத் திகழ்வார்கள்.
சான்றாண்மை | சான்றவர் சான்றாண்மை குன்றின் இருநிலந்தான் தாங்காது மன்னோ பொறை. | சான்றோரின் நற்பண்பே குறையத்தொடங்கினால் அதனை இந்த உலகம் பொறுமையுடன் தாங்கிக் கொள்ளாது | சான்றோரின்   நற்பண்பே   குறையத்தொடங்கினால்  அதனை  இந்த உலகம் பொறுமையுடன் தாங்கிக் கொள்ளாது.
பண்புடைமை  | எண்பதத்தால் எய்தல் எளிதென்ப யார்மாட்டும் பண்புடைமை என்னும் வழக்கு. | யாராயிருந்தாலும் அவர்களிடத்தில் எளிமையாகப் பழகினால், அதுவே பண்புடைமை என்கிற சிறந்த ஒழுக்கத்தைப் பெறுவதற்கு எளிதான வழியாக அமையும் | யாராயிருந்தாலும்  அவர்களிடத்தில் எளிமையாகப் பழகினால், அதுவே பண்புடைமை  என்கிற  சிறந்த   ஒழுக்கத்தைப்  பெறுவதற்கு   எளிதான வழியாக அமையும்.
பண்புடைமை  | அன்புடைமை ஆன்ற குடிப்பிறத்தல் இவ்விரண்டும் பண்புடைமை என்னும் வழக்கு. | அன்புடையவராக இருப்பதும், உயர்ந்த குடியில் பிறந்த இலக்கணத்துக்கு உரியவராக இருப்பதும்தான் பண்புடைமை எனக் கூறப்படுகிற சிறந்த நெறியாகும் | அன்புடையவராக இருப்பதும், உயர்ந்த குடியில் பிறந்த இலக்கணத்துக்கு உரியவராக  இருப்பதும்தான்  பண்புடைமை  எனக்   கூறப்படுகிற  சிறந்த நெறியாகும்.
பண்புடைமை  | உறுப்பொத்தல் மக்களொப்பு அன்றால் வெறுத்தக்க பண்பொத்தல் ஒப்பதாம் ஒப்பு. | நற்பண்பு இல்லாதவர்களை அவர்களின் உடல் உறுப்புகளை மட்டுமே ஒப்பிட்டுப் பார்த்து மக்கள் இனத்தில் சேர்த்துப் பேசுவது சரியல்ல் நற்பண்புகளால் ஒத்திருப்பவர்களே மக்கள் எனப்படுவர் | நற்பண்பு  இல்லாதவர்களை  அவர்களின் உடல் உறுப்புகளை மட்டுமே ஒப்பிட்டுப்  பார்த்து  மக்கள்  இனத்தில்  சேர்த்துப்  பேசுவது  சரியல்ல: நற்பண்புகளால் ஒத்திருப்பவர்களே மக்கள் எனப்படுவர்.
பண்புடைமை  | நயனொடு நன்றி புரிந்த பயனுடையார் பண்புபா ராட்டும் உலகு. | நீதி வழுவாமல் நன்மைகளைச் செய்து பிறருக்குப் பயன்படப் பணியாற்றுகிறவர்களின் நல்ல பண்பை உலகம் பாராட்டும் | நீதி   வழுவாமல்   நன்மைகளைச்   செய்து  பிறருக்குப்   பயன்படப் பணியாற்றுகிறவர்களின் நல்ல பண்பை உலகம் பாராட்டும்.
பண்புடைமை  | நகையுள்ளும் இன்னா திகழ்ச்சி பகையுள்ளும் பண்புள பாடறிவார் மாட்டு. | விளையாட்டாகக்கூட ஒருவரை இகழ்ந்து பேசுவதால் கேடு உண்டாகும் அறிவு முதிர்ந்தவர்கள், பகைவரிடமும் பண்புகெடாமல் நடந்து கொள்வார்கள் | விளையாட்டாகக்கூட ஒருவரை இகழ்ந்து பேசுவதால் கேடு உண்டாகும். அறிவு    முதிர்ந்தவர்கள்,   பகைவரிடமும்    பண்புகெடாமல்    நடந்து கொள்வார்கள்.
பண்புடைமை  | பண்புடையார்ப் பட்டுண்டு உலகம் அதுஇன்றேல் மண்புக்கு மாய்வது மன். | உலக நடைமுறைகள், பண்பாளர்களைச் சார்ந்து இயங்க வேண்டும் இல்லையேல் அந்த நடைமுறைகள் நாசமாகிவிடும் | உலக  நடைமுறைகள்,  பண்பாளர்களைச்  சார்ந்து  இயங்க வேண்டும்.இல்லையேல் அந்த நடைமுறைகள் நாசமாகிவிடும்.
